Time,imu0_ax,imu0_ay,imu0_az,imu1_ax,imu1_ay,imu1_az,imu2_ax,imu2_ay,imu2_az,imu3_ax,imu3_ay,imu3_az,Gesture
53,-20,20,17.12,-20,-18.33,-16.32,-20,-20,-19.08,-20,-20,20,Forward
54,-20,20,18.67,-20,-18.33,-16.17,-20,-20,-19.04,-20,-20,20,Forward
55,-20,20,20,-20,-18.33,-16.02,-20,-20,-19,-20,-20,20,Forward
56,-20,20,20,-20,-18.33,-15.86,-20,-20,-18.97,-20,-20,20,Forward
57,-20,20,20,-20,-18.33,-15.71,-20,-20,-18.93,-20,-20,20,Forward
58,-20,20,20,-20,-18.33,-15.56,-20,-20,-18.89,-20,-20,20,Forward
59,-20,20,20,-20,-18.33,-15.4,-20,-20,-18.85,-20,-20,20,Forward
0,-20,20,1.79,-20,5.06,-0.92,-20,2.97,-1.15,-20,4.29,11.53,Left
1,-20,20,3.34,-20,5.06,-0.77,-20,1.96,-1.11,-20,3.98,17.92,Left
2,-20,20,4.88,-20,5.06,-0.61,-20,0.96,-1.07,-20,3.68,20,Left
3,-20,20,6.43,-20,5.06,-0.46,-20,-0.05,-1.03,-20,3.37,20,Left
4,-20,20,7.98,-20,5.06,-0.31,-20,-1.05,-1,-20,3.06,20,Left
5,-20,20,9.52,-20,5.06,-0.15,-20,-2.06,-0.96,-20,2.76,20,Left
6,-20,20,11.07,-20,5.06,0,-20,-3.06,-0.92,-20,2.45,20,Left
7,-20,20,12.62,-20,5.06,0.15,-20,-4.07,-0.88,-20,2.15,20,Left
8,-20,20,14.16,-20,5.06,0.31,-20,-5.08,-0.84,-20,1.84,20,Left
9,-20,20,15.71,-20,5.06,0.46,-20,-6.08,-0.8,-20,1.53,20,Left
10,-20,20,17.26,-20,5.06,0.61,-20,-7.09,-0.77,-20,1.23,20,Left
11,-20,20,18.8,-20,5.06,0.77,-20,-8.09,-0.73,-20,0.92,20,Left
12,-20,20,20,-20,5.06,0.92,-20,-9.1,-0.69,-20,0.61,20,Left
13,-20,20,20,-20,5.06,1.07,-20,-10.1,-0.65,-20,0.31,20,Left
14,-20,20,20,-20,5.06,1.23,-20,-11.11,-0.61,-20,0,20,Left
15,-20,20,20,-20,5.06,1.38,-20,-12.11,-0.57,-20,-0.31,20,Left
16,-20,20,20,-20,5.06,1.53,-20,-13.12,-0.54,-20,-0.61,20,Left
17,-20,20,20,-20,5.06,1.69,-20,-14.13,-0.5,-20,-0.92,20,Left
18,-20,20,20,-20,5.06,1.84,-20,-15.13,-0.46,-20,-1.23,20,Left
19,-20,20,20,-20,5.06,1.99,-20,-16.14,-0.42,-20,-1.53,20,Left
20,-20,20,20,-20,5.06,2.15,-20,-17.14,-0.38,-20,-1.84,20,Left
21,-20,20,20,-20,5.06,2.3,-20,-18.15,-0.34,-20,-2.15,20,Left
22,-20,20,20,-20,5.06,2.45,-20,-19.15,-0.31,-20,-2.45,20,Left
23,-20,20,20,-20,5.06,2.6,-20,-20,-0.27,-20,-2.76,20,Left
24,-20,20,20,-20,5.06,2.76,-20,-20,-0.23,-20,-3.06,20,Left
25,-20,20,20,-20,5.06,2.91,-20,-20,-0.19,-20,-3.37,20,Left
26,-20,20,20,-20,5.06,3.06,-20,-20,-0.15,-20,-3.68,20,Left
27,-20,20,20,-20,5.06,3.22,-20,-20,-0.11,-20,-3.98,20,Left
28,-20,20,20,-20,5.06,3.37,-20,-20,-0.08,-20,-4.29,20,Left
29,-20,20,20,-20,5.06,3.52,-20,-20,-0.04,-20,-4.6,20,Left
30,0.46,20,2.71,-4.51,13.56,-0.04,-4.21,11.17,-0.29,-4.75,12.72,12.68,Left
31,0.38,20,4.26,-7.13,13.56,0.11,-6.74,10.16,-0.25,-7.2,12.41,19.07,Left
32,0.31,20,5.8,-9.75,13.56,0.27,-9.27,9.16,-0.21,-9.65,12.11,20,Left
33,0.23,20,7.35,-12.37,13.56,0.42,-11.8,8.15,-0.17,-12.11,11.8,20,Left
34,0.15,20,8.9,-14.99,13.56,0.57,-14.33,7.14,-0.13,-14.56,11.49,20,Left
35,0.08,20,10.44,-17.61,13.56,0.73,-16.86,6.14,-0.1,-17.01,11.19,20,Left
36,0,20,11.99,-20,13.56,0.88,-19.38,5.13,-0.06,-19.46,10.88,20,Left
37,-0.08,20,13.54,-20,13.56,1.03,-20,4.13,-0.02,-20,10.57,20,Left
38,-0.15,20,15.08,-20,13.56,1.19,-20,3.12,0.02,-20,10.27,20,Left
39,-0.23,20,16.63,-20,13.56,1.34,-20,2.12,0.06,-20,9.96,20,Left
40,-0.31,20,18.18,-20,13.56,1.49,-20,1.11,0.1,-20,9.65,20,Left
41,-0.38,20,19.72,-20,13.56,1.65,-20,0.11,0.13,-20,9.35,20,Left
42,-0.46,20,20,-20,13.56,1.8,-20,-0.9,0.17,-20,9.04,20,Left
43,-0.54,20,20,-20,13.56,1.95,-20,-1.91,0.21,-20,8.73,20,Left
44,-0.61,20,20,-20,13.56,2.11,-20,-2.91,0.25,-20,8.43,20,Left
45,-0.69,20,20,-20,13.56,2.26,-20,-3.92,0.29,-20,8.12,20,Left
46,-0.77,20,20,-20,13.56,2.41,-20,-4.92,0.33,-20,7.81,20,Left
47,-0.84,20,20,-20,13.56,2.57,-20,-5.93,0.36,-20,7.51,20,Left
48,-0.92,20,20,-20,13.56,2.72,-20,-6.93,0.4,-20,7.2,20,Left
49,-1,20,20,-20,13.56,2.87,-20,-7.94,0.44,-20,6.9,20,Left
50,-1.07,20,20,-20,13.56,3.03,-20,-8.94,0.48,-20,6.59,20,Left
51,-1.15,20,20,-20,13.56,3.18,-20,-9.95,0.52,-20,6.28,20,Left
52,-1.23,20,20,-20,13.56,3.33,-20,-10.96,0.56,-20,5.98,20,Left
53,-1.3,20,20,-20,13.56,3.49,-20,-11.96,0.59,-20,5.67,20,Left
54,-1.38,20,20,-20,13.56,3.64,-20,-12.97,0.63,-20,5.36,20,Left
55,-1.46,20,20,-20,13.56,3.79,-20,-13.97,0.67,-20,5.06,20,Left
56,-1.53,20,20,-20,13.56,3.95,-20,-14.98,0.71,-20,4.75,20,Left
57,-1.61,20,20,-20,13.56,4.1,-20,-15.98,0.75,-20,4.44,20,Left
58,-1.69,20,20,-20,13.56,4.25,-20,-16.99,0.79,-20,4.14,20,Left
59,-1.76,20,20,-20,13.56,4.41,-20,-18,0.82,-20,3.83,20,Left
0,2.34,20,2.83,-3.32,7.43,-3.24,-3.14,5.42,-3.47,-2.3,6.86,9.4,Right
1,2.26,20,4.37,-5.94,7.43,-3.08,-5.67,4.41,-3.43,-4.75,6.55,15.79,Right
2,2.18,20,5.92,-8.56,7.43,-2.93,-8.2,3.41,-3.39,-7.2,6.24,20,Right
3,2.11,20,7.47,-11.18,7.43,-2.78,-10.73,2.4,-3.35,-9.65,5.94,20,Right
4,2.03,20,9.01,-13.8,7.43,-2.62,-13.25,1.4,-3.31,-12.11,5.63,20,Right
5,1.95,20,10.56,-16.42,7.43,-2.47,-15.78,0.39,-3.28,-14.56,5.32,20,Right
6,1.88,20,12.11,-19.04,7.43,-2.32,-18.31,-0.61,-3.24,-17.01,5.02,20,Right
7,1.8,20,13.65,-20,7.43,-2.16,-20,-1.62,-3.2,-19.46,4.71,20,Right
8,1.72,20,15.2,-20,7.43,-2.01,-20,-2.62,-3.16,-20,4.41,20,Right
9,1.65,20,16.75,-20,7.43,-1.86,-20,-3.63,-3.12,-20,4.1,20,Right
10,1.57,20,18.29,-20,7.43,-1.7,-20,-4.64,-3.08,-20,3.79,20,Right
11,1.49,20,19.84,-20,7.43,-1.55,-20,-5.64,-3.05,-20,3.49,20,Right
12,1.42,20,20,-20,7.43,-1.4,-20,-6.65,-3.01,-20,3.18,20,Right
13,1.34,20,20,-20,7.43,-1.25,-20,-7.65,-2.97,-20,2.87,20,Right
14,1.26,20,20,-20,7.43,-1.09,-20,-8.66,-2.93,-20,2.57,20,Right
15,1.19,20,20,-20,7.43,-0.94,-20,-9.66,-2.89,-20,2.26,20,Right
16,1.11,20,20,-20,7.43,-0.79,-20,-10.67,-2.85,-20,1.95,20,Right
17,1.03,20,20,-20,7.43,-0.63,-20,-11.67,-2.82,-20,1.65,20,Right
18,0.96,20,20,-20,7.43,-0.48,-20,-12.68,-2.78,-20,1.34,20,Right
19,0.88,20,20,-20,7.43,-0.33,-20,-13.69,-2.74,-20,1.03,20,Right
20,0.8,20,20,-20,7.43,-0.17,-20,-14.69,-2.7,-20,0.73,20,Right
21,0.73,20,20,-20,7.43,-0.02,-20,-15.7,-2.66,-20,0.42,20,Right
22,0.65,20,20,-20,7.43,0.13,-20,-16.7,-2.62,-20,0.11,20,Right
23,0.57,20,20,-20,7.43,0.29,-20,-17.71,-2.59,-20,-0.19,20,Right
24,0.5,20,20,-20,7.43,0.44,-20,-18.71,-2.55,-20,-0.5,20,Right
25,0.42,20,20,-20,7.43,0.59,-20,-19.72,-2.51,-20,-0.8,20,Right
26,0.34,20,20,-20,7.43,0.75,-20,-20,-2.47,-20,-1.11,20,Right
27,0.27,20,20,-20,7.43,0.9,-20,-20,-2.43,-20,-1.42,20,Right
28,0.19,20,20,-20,7.43,1.05,-20,-20,-2.39,-20,-1.72,20,Right
29,0.11,20,20,-20,7.43,1.21,-20,-20,-2.36,-20,-2.03,20,Right
30,1.55,20,-1.83,-3.67,6.3,-5.38,-3.52,4.27,-5.71,-2.99,5.59,7.07,Right
31,1.47,20,-0.28,-6.29,6.3,-5.23,-6.05,3.27,-5.67,-5.44,5.29,13.46,Right
32,1.4,20,1.26,-8.91,6.3,-5.08,-8.58,2.26,-5.63,-7.89,4.98,19.84,Right
33,1.32,20,2.81,-11.53,6.3,-4.92,-11.11,1.25,-5.59,-10.34,4.67,20,Right
34,1.25,20,4.36,-14.15,6.3,-4.77,-13.64,0.25,-5.55,-12.79,4.37,20,Right
35,1.17,20,5.9,-16.76,6.3,-4.62,-16.17,-0.76,-5.52,-15.25,4.06,20,Right
36,1.09,20,7.45,-19.38,6.3,-4.46,-18.69,-1.76,-5.48,-17.7,3.75,20,Right
37,1.02,20,9,-20,6.3,-4.31,-20,-2.77,-5.44,-20,3.45,20,Right
38,0.94,20,10.54,-20,6.3,-4.16,-20,-3.77,-5.4,-20,3.14,20,Right
39,0.86,20,12.09,-20,6.3,-4,-20,-4.78,-5.36,-20,2.83,20,Right
40,0.79,20,13.64,-20,6.3,-3.85,-20,-5.78,-5.32,-20,2.53,20,Right
41,0.71,20,15.18,-20,6.3,-3.7,-20,-6.79,-5.29,-20,2.22,20,Right
42,0.63,20,16.73,-20,6.3,-3.54,-20,-7.8,-5.25,-20,1.92,20,Right
43,0.56,20,18.28,-20,6.3,-3.39,-20,-8.8,-5.21,-20,1.61,20,Right
44,0.48,20,19.82,-20,6.3,-3.24,-20,-9.81,-5.17,-20,1.3,20,Right
45,0.4,20,20,-20,6.3,-3.08,-20,-10.81,-5.13,-20,1,20,Right
46,0.33,20,20,-20,6.3,-2.93,-20,-11.82,-5.09,-20,0.69,20,Right
47,0.25,20,20,-20,6.3,-2.78,-20,-12.82,-5.06,-20,0.38,20,Right
48,0.17,20,20,-20,6.3,-2.62,-20,-13.83,-5.02,-20,0.08,20,Right
49,0.1,20,20,-20,6.3,-2.47,-20,-14.83,-4.98,-20,-0.23,20,Right
50,0.02,20,20,-20,6.3,-2.32,-20,-15.84,-4.94,-20,-0.54,20,Right
51,-0.06,20,20,-20,6.3,-2.16,-20,-16.85,-4.9,-20,-0.84,20,Right
52,-0.13,20,20,-20,6.3,-2.01,-20,-17.85,-4.87,-20,-1.15,20,Right
53,-0.21,20,20,-20,6.3,-1.86,-20,-18.86,-4.83,-20,-1.46,20,Right
54,-0.29,20,20,-20,6.3,-1.7,-20,-19.86,-4.79,-20,-1.76,20,Right
55,-0.36,20,20,-20,6.3,-1.55,-20,-20,-4.75,-20,-2.07,20,Right
56,-0.44,20,20,-20,6.3,-1.4,-20,-20,-4.71,-20,-2.38,20,Right
57,-0.52,20,20,-20,6.3,-1.25,-20,-20,-4.67,-20,-2.68,20,Right
58,-0.59,20,20,-20,6.3,-1.09,-20,-20,-4.64,-20,-2.99,20,Right
59,-0.67,20,20,-20,6.3,-0.94,-20,-20,-4.6,-20,-3.29,20,Right
0,19.48,20,20,14.39,6.59,20,14.67,7.8,20,14.83,9.19,20,Up
1,19.4,20,20,11.77,6.59,20,12.14,6.79,20,12.37,8.89,20,Up
2,19.33,20,20,9.16,6.59,20,9.62,5.78,20,9.92,8.58,20,Up
3,19.25,20,20,6.54,6.59,20,7.09,4.78,20,7.47,8.27,20,Up
4,19.17,20,20,3.92,6.59,20,4.56,3.77,20,5.02,7.97,20,Up
5,19.1,20,20,1.3,6.59,20,2.03,2.77,20,2.57,7.66,20,Up
6,19.02,20,20,-1.32,6.59,20,-0.5,1.76,20,0.11,7.36,20,Up
7,18.94,20,20,-3.94,6.59,20,-3.03,0.76,20,-2.34,7.05,20,Up
8,18.87,20,20,-6.56,6.59,20,-5.55,-0.25,20,-4.79,6.74,20,Up
9,18.79,20,20,-9.18,6.59,20,-8.08,-1.25,20,-7.24,6.44,20,Up
10,18.71,20,20,-11.8,6.59,20,-10.61,-2.26,20,-9.69,6.13,20,Up
11,18.64,20,20,-14.42,6.59,20,-13.14,-3.27,20,-12.14,5.82,20,Up
12,18.56,20,20,-17.04,6.59,20,-15.67,-4.27,20,-14.6,5.52,20,Up
13,18.48,20,20,-19.66,6.59,20,-18.2,-5.28,20,-17.05,5.21,20,Up
14,18.41,20,20,-20,6.59,20,-20,-6.28,20,-19.5,4.9,20,Up
15,18.33,20,20,-20,6.59,20,-20,-7.29,20,-20,4.6,20,Up
16,18.25,20,20,-20,6.59,20,-20,-8.29,20,-20,4.29,20,Up
17,18.18,20,20,-20,6.59,20,-20,-9.3,20,-20,3.98,20,Up
18,18.1,20,20,-20,6.59,20,-20,-10.3,20,-20,3.68,20,Up
19,18.02,20,20,-20,6.59,20,-20,-11.31,20,-20,3.37,20,Up
20,17.95,20,20,-20,6.59,20,-20,-12.32,20,-20,3.06,20,Up
21,17.87,20,20,-20,6.59,20,-20,-13.32,20,-20,2.76,20,Up
22,17.79,20,20,-20,6.59,20,-20,-14.33,20,-20,2.45,20,Up
23,17.72,20,20,-20,6.59,20,-20,-15.33,20,-20,2.15,20,Up
24,17.64,20,20,-20,6.59,20,-20,-16.34,20,-20,1.84,20,Up
25,17.56,20,20,-20,6.59,20,-20,-17.34,20,-20,1.53,20,Up
26,17.49,20,20,-20,6.59,20,-20,-18.35,20,-20,1.23,20,Up
27,17.41,20,20,-20,6.59,20,-20,-19.36,20,-20,0.92,20,Up
28,17.33,20,20,-20,6.59,20,-20,-20,20,-20,0.61,20,Up
29,17.26,20,20,-20,6.59,20,-20,-20,20,-20,0.31,20,Up
30,19.48,20,20,14.39,9.85,20,14.9,7.95,20,15.05,9.35,20,Up
31,19.4,20,20,11.77,9.85,20,12.37,6.94,20,12.6,9.04,20,Up
32,19.33,20,20,9.16,9.85,20,9.85,5.94,20,10.15,8.73,20,Up
33,19.25,20,20,6.54,9.85,20,7.32,4.93,20,7.7,8.43,20,Up
34,19.17,20,20,3.92,9.85,20,4.79,3.93,20,5.25,8.12,20,Up
35,19.1,20,20,1.3,9.85,20,2.26,2.92,20,2.8,7.81,20,Up
36,19.02,20,20,-1.32,9.85,20,-0.27,1.92,20,0.34,7.51,20,Up
37,18.94,20,20,-3.94,9.85,20,-2.8,0.91,20,-2.11,7.2,20,Up
38,18.87,20,20,-6.56,9.85,20,-5.32,-0.1,20,-4.56,6.9,20,Up
39,18.79,20,20,-9.18,9.85,20,-7.85,-1.1,20,-7.01,6.59,20,Up
40,18.71,20,20,-11.8,9.85,20,-10.38,-2.11,20,-9.46,6.28,20,Up
41,18.64,20,20,-14.42,9.85,20,-12.91,-3.11,20,-11.91,5.98,20,Up
42,18.56,20,20,-17.04,9.85,20,-15.44,-4.12,20,-14.37,5.67,20,Up
43,18.48,20,20,-19.66,9.85,20,-17.97,-5.12,20,-16.82,5.36,20,Up
44,18.41,20,20,-20,9.85,20,-20,-6.13,20,-19.27,5.06,20,Up
45,18.33,20,20,-20,9.85,20,-20,-7.13,20,-20,4.75,20,Up
46,18.25,20,20,-20,9.85,20,-20,-8.14,20,-20,4.44,20,Up
47,18.18,20,20,-20,9.85,20,-20,-9.15,20,-20,4.14,20,Up
48,18.1,20,20,-20,9.85,20,-20,-10.15,20,-20,3.83,20,Up
49,18.02,20,20,-20,9.85,20,-20,-11.16,20,-20,3.52,20,Up
50,17.95,20,20,-20,9.85,20,-20,-12.16,20,-20,3.22,20,Up
51,17.87,20,20,-20,9.85,20,-20,-13.17,20,-20,2.91,20,Up
52,17.79,20,20,-20,9.85,20,-20,-14.17,20,-20,2.6,20,Up
53,17.72,20,20,-20,9.85,20,-20,-15.18,20,-20,2.3,20,Up
54,17.64,20,20,-20,9.85,20,-20,-16.19,20,-20,1.99,20,Up
55,17.56,20,20,-20,9.85,20,-20,-17.19,20,-20,1.69,20,Up
56,17.49,20,20,-20,9.85,20,-20,-18.2,20,-20,1.38,20,Up
57,17.41,20,20,-20,9.85,20,-20,-19.2,20,-20,1.07,20,Up
58,17.33,20,20,-20,9.85,20,-20,-20,20,-20,0.77,20,Up
59,17.26,20,20,-20,9.85,20,-20,-20,20,-20,0.46,20,Up
0,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Backward
1,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Backward
2,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Backward
3,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Backward
4,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Backward
5,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Backward
6,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Backward
7,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Backward
8,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Backward
9,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Backward
10,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Backward
11,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Backward
12,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Backward
13,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Backward
14,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Backward
15,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Backward
16,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Backward
17,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Backward
18,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Backward
19,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Backward
20,-20,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Backward
21,-20,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Backward
22,-20,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Backward
23,-20,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Backward
24,-20,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Backward
25,-20,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Backward
26,-20,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Backward
27,-20,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Backward
28,-20,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Backward
29,-20,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Backward
30,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Backward
31,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Backward
32,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Backward
33,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Backward
34,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Backward
35,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Backward
36,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Backward
37,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Backward
38,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Backward
39,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Backward
40,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Backward
41,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Backward
42,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Backward
43,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Backward
44,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Backward
45,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Backward
46,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Backward
47,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Backward
48,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Backward
49,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Backward
0,-9.81,20,-18.45,-15.01,20,-19.85,-14.81,18.99,-19.96,-14.4,19.69,-6.91,Down
1,-9.88,20,-16.91,-17.63,20,-19.69,-17.33,17.99,-19.92,-16.86,19.39,-0.53,Down
2,-9.96,20,-15.36,-20,20,-19.54,-19.86,16.98,-19.89,-19.31,19.08,5.86,Down
3,-10.04,20,-13.81,-20,20,-19.39,-20,15.98,-19.85,-20,18.77,12.25,Down
4,-10.11,20,-12.27,-20,20,-19.23,-20,14.97,-19.81,-20,18.47,18.64,Down
5,-10.19,20,-10.72,-20,20,-19.08,-20,13.97,-19.77,-20,18.16,20,Down
6,-10.27,20,-9.17,-20,20,-18.93,-20,12.96,-19.73,-20,17.85,20,Down
7,-10.34,20,-7.63,-20,20,-18.77,-20,11.96,-19.69,-20,17.55,20,Down
8,-10.42,20,-6.08,-20,20,-18.62,-20,10.95,-19.66,-20,17.24,20,Down
9,-10.5,20,-4.53,-20,20,-18.47,-20,9.94,-19.62,-20,16.94,20,Down
10,-10.57,20,-2.99,-20,20,-18.31,-20,8.94,-19.58,-20,16.63,20,Down
11,-10.65,20,-1.44,-20,20,-18.16,-20,7.93,-19.54,-20,16.32,20,Down
12,-10.73,20,0.11,-20,20,-18.01,-20,6.93,-19.5,-20,16.02,20,Down
13,-10.8,20,1.65,-20,20,-17.85,-20,5.92,-19.46,-20,15.71,20,Down
14,-10.88,20,3.2,-20,20,-17.7,-20,4.92,-19.43,-20,15.4,20,Down
15,-10.96,20,4.75,-20,20,-17.55,-20,3.91,-19.39,-20,15.1,20,Down
16,-11.03,20,6.29,-20,20,-17.4,-20,2.91,-19.35,-20,14.79,20,Down
17,-11.11,20,7.84,-20,20,-17.24,-20,1.9,-19.31,-20,14.48,20,Down
18,-11.19,20,9.39,-20,20,-17.09,-20,0.89,-19.27,-20,14.18,20,Down
19,-11.26,20,10.93,-20,20,-16.94,-20,-0.11,-19.23,-20,13.87,20,Down
20,-11.34,20,12.48,-20,20,-16.78,-20,-1.12,-19.2,-20,13.56,20,Down
21,-11.42,20,14.03,-20,20,-16.63,-20,-2.12,-19.16,-20,13.26,20,Down
22,-11.49,20,15.57,-20,20,-16.48,-20,-3.13,-19.12,-20,12.95,20,Down
23,-11.57,20,17.12,-20,20,-16.32,-20,-4.13,-19.08,-20,12.64,20,Down
24,-11.65,20,18.67,-20,20,-16.17,-20,-5.14,-19.04,-20,12.34,20,Down
25,-11.72,20,20,-20,20,-16.02,-20,-6.15,-19,-20,12.03,20,Down
26,-11.8,20,20,-20,20,-15.86,-20,-7.15,-18.97,-20,11.73,20,Down
27,-11.88,20,20,-20,20,-15.71,-20,-8.16,-18.93,-20,11.42,20,Down
28,-11.95,20,20,-20,20,-15.56,-20,-9.16,-18.89,-20,11.11,20,Down
29,-12.03,20,20,-20,20,-15.4,-20,-10.17,-18.85,-20,10.81,20,Down
30,4.18,20,-18.45,-1.47,20,-19.85,-1.28,18.99,-19.96,-1.23,19.69,-11.8,Down
31,4.1,20,-16.91,-4.08,20,-19.69,-3.81,17.99,-19.92,-3.68,19.39,-5.41,Down
32,4.02,20,-15.36,-6.7,20,-19.54,-6.34,16.98,-19.89,-6.13,19.08,0.98,Down
33,3.95,20,-13.81,-9.32,20,-19.39,-8.87,15.98,-19.85,-8.58,18.77,7.36,Down
34,3.87,20,-12.27,-11.94,20,-19.23,-11.4,14.97,-19.81,-11.03,18.47,13.75,Down
35,3.79,20,-10.72,-14.56,20,-19.08,-13.92,13.97,-19.77,-13.48,18.16,20,Down
36,3.72,20,-9.17,-17.18,20,-18.93,-16.45,12.96,-19.73,-15.94,17.85,20,Down
37,3.64,20,-7.63,-19.8,20,-18.77,-18.98,11.96,-19.69,-18.39,17.55,20,Down
38,3.56,20,-6.08,-20,20,-18.62,-20,10.95,-19.66,-20,17.24,20,Down
39,3.49,20,-4.53,-20,20,-18.47,-20,9.94,-19.62,-20,16.94,20,Down
40,3.41,20,-2.99,-20,20,-18.31,-20,8.94,-19.58,-20,16.63,20,Down
41,3.33,20,-1.44,-20,20,-18.16,-20,7.93,-19.54,-20,16.32,20,Down
42,3.26,20,0.11,-20,20,-18.01,-20,6.93,-19.5,-20,16.02,20,Down
43,3.18,20,1.65,-20,20,-17.85,-20,5.92,-19.46,-20,15.71,20,Down
44,3.1,20,3.2,-20,20,-17.7,-20,4.92,-19.43,-20,15.4,20,Down
45,3.03,20,4.75,-20,20,-17.55,-20,3.91,-19.39,-20,15.1,20,Down
46,2.95,20,6.29,-20,20,-17.4,-20,2.91,-19.35,-20,14.79,20,Down
47,2.87,20,7.84,-20,20,-17.24,-20,1.9,-19.31,-20,14.48,20,Down
48,2.8,20,9.39,-20,20,-17.09,-20,0.89,-19.27,-20,14.18,20,Down
49,2.72,20,10.93,-20,20,-16.94,-20,-0.11,-19.23,-20,13.87,20,Down
0,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Forward
1,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Forward
2,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Forward
3,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Forward
4,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Forward
5,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Forward
6,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Forward
7,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Forward
8,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Forward
9,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Forward
